crl.tot;dollar;bang;money;n000;make;yesno
291;0;1.065;0;0;0;TRUE
386;0.043;1.294;0.84;0.28;0.56;TRUE
334;0;0.531;0;0;0;TRUE
1107;0.182;0.127;0.34;0.17;0.34;TRUE
157;0.089;0.983;0;0;0;TRUE
137;0.358;0.43;0;2.2;0.44;TRUE
108;0.472;0.472;0.42;0;1.26;TRUE
280;0.141;0.425;0;0;0;TRUE
293;0.289;0.072;0;0;0;TRUE
84;0;1.344;0;0;0.89;TRUE
46;0;0.257;2.04;0;0;TRUE
277;0.142;0.427;0;0;0;TRUE
91;0;1.149;0;0;0;TRUE
1235;0;0.366;0;0;0.13;TRUE
94;0.13;0.52;1.94;0;0;TRUE
159;0.063;0;0;0;0;TRUE
165;0.297;0.669;0;0.44;0;TRUE
312;0;0.477;0;0;0;TRUE
238;0;1.336;0;0;0;TRUE
513;0.464;0.406;0;0.66;0.33;TRUE
36;1.305;0.163;0.94;0;0;TRUE
300;0.062;0.435;1.1;0.36;0.73;TRUE
161;0.159;0.372;0;0;0;TRUE
1057;0.02;0.352;0;0;0;TRUE
70;0.099;0.396;0.57;0;0.57;TRUE
160;0.062;0.621;0;0;0;TRUE
3;0;0;0;0;0;TRUE
991;0;0.583;0;0;0;TRUE
3243;0.672;0.308;0.36;1.09;0.51;TRUE
262;0;0.23;1.05;0;0.7;TRUE
243;0.182;0.728;0;1.23;0.3;TRUE
118;0;0.046;0;0;0;TRUE
350;0;0.897;0;0;0;TRUE
606;0.054;0.337;0.32;0;0.56;TRUE
1096;0.022;0.022;0.26;0.13;0;TRUE
125;0;1.098;0;2.59;0;TRUE
640;0.894;0.246;0;0;0.09;TRUE
1328;0.106;0.902;0;0;0.34;TRUE
81;0;0.269;0;0;0;TRUE
31;0;1.111;0;0;0;TRUE
9088;0;0.03;0.04;0;0;TRUE
189;0.114;0.513;0;0.41;0.82;TRUE
111;0.161;0.644;0;0.42;0;TRUE
1044;0.39;0.991;0.3;0;0.1;TRUE
9090;0;0.034;0.04;0;0;TRUE
3498;0.166;0.64;0.84;0.34;0.87;TRUE
67;0;0.061;0;0;0.43;TRUE
156;0.063;0.158;0.2;0;0;TRUE
518;0;0.671;0.77;0;2.32;TRUE
1481;0.202;0.233;0.72;0.4;0.08;TRUE
707;0.077;1.132;0.31;0.55;0.07;TRUE
2207;0.543;0.453;0.63;0.38;0.52;TRUE
1613;0.141;0.337;0.76;0.29;0.4;TRUE
24;0.439;0;0;0;0;TRUE
86;0;0.323;0;0.31;0;TRUE
86;0;0;0;0;0;TRUE
86;0;0.109;0;0;0;TRUE
125;0;1.098;0;2.59;0;TRUE
199;0;3.851;0;0.86;0;TRUE
127;0.105;0.052;0;0;0;TRUE
1351;0.158;0.49;0.1;0.6;0.1;TRUE
727;0.049;0.248;0.33;0.49;0;TRUE
1112;0.217;0.593;0.93;0.8;0.4;TRUE
1351;0.158;0.49;0.1;0.6;0.1;TRUE
1589;0.388;0.406;0.31;0.52;0.15;TRUE
1028;0.396;0.974;0.3;0;0.1;TRUE
472;0;0;0;0;0;TRUE
105;0;0.128;0;0;0;TRUE
640;0.674;0.179;0;0;0;TRUE
1046;0.397;0.977;0.3;0;0.1;TRUE
49;0;0;0;0;0;TRUE
977;0.39;0.244;0;3.38;0;TRUE
509;0.107;0.287;0;0;0.11;TRUE
93;0.223;0.223;0.74;0;0;TRUE
499;0.077;0.847;0.49;0;0.24;TRUE
1621;0.141;0.343;0.76;0.29;0.4;TRUE
723;0.452;0.169;0.47;0;0.95;TRUE
292;0.206;0.206;0;0.31;0;TRUE
194;0.145;0.145;0;0;0;TRUE
640;0.673;0.179;0;0;0;TRUE
191;0.288;0.144;0;0;0;TRUE
45;0;0.334;1.96;0;0;TRUE
576;0.037;1.362;0.23;0;0;TRUE
104;0;0.122;0.38;0;0;TRUE
1349;0.101;0.859;0;0;0.33;TRUE
1349;0.101;0.858;0;0;0.32;TRUE
247;0.034;0.238;0;0;0;TRUE
1351;0.158;0.49;0.1;0.6;0.1;TRUE
1339;0.224;0.25;0.16;0.91;0.16;TRUE
1339;0.224;0.25;0.16;0.91;0.16;TRUE
38;0.171;0.343;0;0;0.93;TRUE
228;0.83;0.276;0;1.3;0;TRUE
97;0;0.124;0.39;0;0;TRUE
38;0;0;0;0;0;TRUE
264;0.061;0.367;0;0.36;0;TRUE
141;0;0.328;0;0;0;TRUE
521;0.161;0.01;0.05;0.74;0.17;TRUE
222;0.411;0.529;0.65;0.32;0.98;TRUE
1295;0.103;0.309;0.21;0.35;0.07;TRUE
895;0.216;0.278;0;1.06;0;TRUE
312;0;0.349;0;0.38;0;TRUE
114;0.124;0.124;0;0;0;TRUE
163;0;0.305;0;0;0;TRUE
92;0;1.836;0;2.7;0;TRUE
164;0.04;0;0;0;0;TRUE
124;0;0;0;0;0;TRUE
158;0.056;0.224;0;0;0;TRUE
110;0;0;0;0;0;TRUE
482;0;0.065;0;0;0;TRUE
204;0;0.021;0;0.27;0;TRUE
429;0.828;0.677;0;0.24;0.24;TRUE
1478;0.135;0.432;0.18;0.55;0;TRUE
2;0;0;0;0;0;TRUE
158;0.056;0.225;0;0;0;TRUE
224;0;0.126;0;0;0.68;TRUE
349;0;0.19;0.28;0;0;TRUE
44;0;0.291;0;0;0;TRUE
247;0.432;0.432;0;0.75;0;TRUE
234;0;0.103;0.65;0;0;TRUE
260;0.105;0.079;0.16;0;0;TRUE
264;0.101;0.076;0.16;0;0;TRUE
260;0.106;0.079;0.17;0;0;TRUE
173;0.932;0.435;0;1.47;0;TRUE
813;0.192;0.41;0.26;0.13;0.46;TRUE
237;0;0.394;0;0;0;TRUE
258;0.107;0.08;0.16;0;0;TRUE
101;0;0.117;0;0;0;TRUE
166;0;0;0;0;0;TRUE
452;0.046;0.371;0.28;0;0;TRUE
158;0;0;0;0;0;TRUE
753;0.162;0.339;1.5;0.17;0.26;TRUE
54;0;0.224;0;0;0;TRUE
42;0.483;1.129;0;0;0;TRUE
363;0.027;0;0;0.18;0;TRUE
460;0.163;0.02;0.05;0.75;0.17;TRUE
506;0;0.215;0;0;0;TRUE
131;0;0.301;0.44;0;0;TRUE
228;0.035;0.315;0;0;0.49;TRUE
75;0;0.077;0;0;0;TRUE
63;0.117;1.179;0;0;0;TRUE
179;1.457;0.072;0;2.53;0.42;TRUE
113;0.128;0.064;0;0;0;TRUE
197;0;0;0;0.49;0;TRUE
1415;0.145;0.393;0.09;0.59;0.09;TRUE
63;0.248;0;0;0;0;TRUE
453;0.165;0.01;0.05;0.76;0.17;TRUE
24;0;0;0;0;0;TRUE
528;0.031;0.253;0.09;0.36;0.09;TRUE
305;0.124;0.035;0;0.55;0;TRUE
55;0.345;0.921;0;0;0;TRUE
464;0;0.267;0.47;0;0;TRUE
306;0.118;0.033;0;0.54;0;TRUE
542;0.031;0.252;0.09;0.36;0.09;TRUE
542;0.031;0.252;0.09;0.36;0.09;TRUE
53;0;0.347;0;0;0;TRUE
141;0.173;0.288;0;0.65;0.32;TRUE
632;0.317;0.766;1.38;0;1.18;TRUE
507;0;0.61;0.31;0;0;TRUE
888;0.229;0.613;1.17;0;1.01;TRUE
532;0.056;0.056;0;0;0;TRUE
92;0;0.134;0;0;0.72;TRUE
530;0.031;0.237;0.09;0.36;0.09;TRUE
298;0.188;0.235;0.27;0.82;0;TRUE
172;0;0;0;0;0;TRUE
96;0.238;0.238;0.68;0.68;0;TRUE
646;0;0.189;0;0;0;TRUE
974;0.071;0.119;0.22;0;0.07;TRUE
1412;0.118;0.408;0.08;0.85;0.08;TRUE
80;0;0.61;0;0;0;TRUE
555;0;0.158;0;0;0;TRUE
152;0;0.124;2.45;0;0;TRUE
1331;0.105;0.898;0;0;0.34;TRUE
61;0.665;0.221;0;0;0;TRUE
281;1.212;0.071;0;0.51;0;TRUE
735;0.173;1.739;0;0;0.48;TRUE
1330;0.105;0.898;0;0;0.34;TRUE
530;0.031;0.237;0.09;0.36;0.09;TRUE
1412;0.118;0.408;0.08;0.85;0.08;TRUE
131;0;0;2.32;0;0;TRUE
80;0;0.636;0;0;0;TRUE
253;0.184;0;0;0.78;0;TRUE
2370;2.33;0.458;0.57;0.39;0.43;TRUE
675;0.056;0.131;0.81;0;0.23;TRUE
275;0;0.16;0.67;0;0;TRUE
742;0.168;1.687;0;0;0.47;TRUE
742;0.168;1.683;0;0;0.46;TRUE
535;0.032;0.257;0.09;0.36;0.09;TRUE
125;0;0.088;0;0;0;TRUE
356;0;0.979;0;0;0;TRUE
125;0;0.088;0;0;0;TRUE
1514;0.254;0.418;1.07;1.9;0.71;TRUE
52;0.109;0.875;0;0.73;0;TRUE
132;0;1.001;0;0;0.68;TRUE
2213;0.519;0.445;0.61;0.37;0.5;TRUE
268;0.278;0.123;0.84;0;0.67;TRUE
159;0;0.396;0;0;0;TRUE
566;0.015;0.03;0.09;0.36;0.18;TRUE
131;0.478;0.095;0;1.59;0;TRUE
131;0.475;0.095;0;1.58;0;TRUE
131;0.473;0.094;0;1.53;0;TRUE
1726;0.182;0.384;0.1;0.52;0;TRUE
54;0.138;0.138;0;0;0;TRUE
650;0.127;1.3;0.47;0.15;0.31;TRUE
54;0;0.455;0;0;0;TRUE
650;0.127;1.3;0.47;0.15;0.31;TRUE
157;0.166;0;0.32;0;0;TRUE
60;0.215;0;0;0;0;TRUE
1426;0.16;0.336;0.2;0.4;0.1;TRUE
3315;0;0.016;0;0;0;TRUE
82;0.424;0.424;0;1.12;0;TRUE
182;0;0.421;0;0;0.59;TRUE
18;0;0;0;0;0;TRUE
1342;0.106;0.287;0.19;0.52;0.06;TRUE
106;0;0.843;0;0;1.23;TRUE
537;1.223;2.224;0;0;0;TRUE
529;1.237;2.249;0;0;0;TRUE
1287;0.175;0.334;0.2;1.14;0.1;TRUE
134;0;1.235;0;0;0;TRUE
61;0.662;0.441;0;0;0;TRUE
274;0;0.102;0.63;0;0;TRUE
59;0;0.174;0;0;0;TRUE
59;0;0.173;0;0;0;TRUE
364;0.132;0.864;0;0;0;TRUE
35;0;0;0;0;0;TRUE
1458;0.155;0.326;0.19;0.39;0.09;TRUE
339;0.064;0.016;0;0.73;0.1;TRUE
521;0.099;0.007;0.14;0.38;0.14;TRUE
875;0.014;0.611;0.27;0.09;0.36;TRUE
79;0.552;0.368;0.37;0;0;TRUE
94;0.235;0.235;0;0;0;TRUE
425;0.175;0.878;0.37;0;0;TRUE
425;0.175;0.878;0.37;0;0;TRUE
24;0;4.733;0;0;0;TRUE
145;0;0;0;0.34;0.17;TRUE
536;0.161;0.02;0.05;0.74;0.17;TRUE
364;0.146;0.182;0;0.2;0;TRUE
267;0.505;1.199;0;0;0;TRUE
564;0.148;1.599;0.67;0.22;0.45;TRUE
368;0.124;0.088;0.19;0;0;TRUE
264;0.187;0;0;0;0;TRUE
15;0;7.843;0;0;0;TRUE
5;0;0;0;0;0;TRUE
48;0;0;0;0;0;TRUE
748;0.249;1.663;0;0;0.46;TRUE
744;0.168;1.687;0;0;0.47;TRUE
162;0.612;2.143;0;0;0.9;TRUE
972;0.071;0.131;0.22;0;0.07;TRUE
57;0.204;0;1.28;0;0;TRUE
571;0;0.862;0;0;0;TRUE
744;0.168;1.683;0;0;0.47;TRUE
744;0.168;1.68;0;0;0.47;TRUE
144;0;0;0;0;0;TRUE
144;0;0;0;0;0;TRUE
1334;0.105;0.899;0;0;0.34;TRUE
73;0.389;0;0;1.08;0;TRUE
87;0;0.572;0;0;0;TRUE
44;0;1.326;0;0;0;TRUE
211;0.059;0.238;0.36;0;0;TRUE
178;0;0;0;0;0;TRUE
2224;0.573;0.425;0.59;0.34;0.41;TRUE
125;0.111;0.055;0.62;0;0.31;TRUE
409;0;0.768;0;0.56;0;TRUE
294;0.022;0;0;0.14;0;TRUE
291;0.291;0.582;0.27;0;0;TRUE
54;0.21;0;1.31;0;0;TRUE
54;0.21;0;1.31;0;0;TRUE
33;0.35;0.701;0;0;0;TRUE
363;0;0.819;0;0;0;TRUE
20;0;0.263;0;0;0;TRUE
9163;0.09;0.356;0.47;0.69;0.29;TRUE
249;0.433;0.433;0;0.76;0;TRUE
78;0.182;0;0;0;0;TRUE
447;0.188;0.358;0.21;0;0.31;TRUE
508;0;0.242;0;0;0;TRUE
52;0;1.011;0;0;0;TRUE
2333;0.523;0.454;0.54;0.51;0.51;TRUE
909;0.149;0.298;0.61;0;0.2;TRUE
80;0.341;0.17;0;0;0;TRUE
54;0.21;0;1.31;0;0;TRUE
70;0.171;0;0;0;0;TRUE
249;0.524;1.154;0;0;0;TRUE
119;0.336;0.168;0;2.35;2.35;TRUE
139;0.169;0;0.32;0;0;TRUE
937;0.174;0.174;0;0.51;0;TRUE
175;0;0.478;0;0;0;TRUE
139;0.168;0;0.32;0;0;TRUE
139;0.168;0;0.32;0;0;TRUE
113;0.339;0.792;0;0.78;0.78;TRUE
603;0.133;0.601;0;0.8;0;TRUE
115;0.341;0.682;0;0.78;0.78;TRUE
93;0.138;0.415;0;0;0;TRUE
150;0.074;0.149;0;0;0;TRUE
495;0;0.395;0;0;0;TRUE
115;0.341;0.682;0;0.78;0.78;TRUE
113;0;0.121;0;0;0;TRUE
2227;0.524;0.36;0.38;0.46;0.38;TRUE
134;0.218;1.021;0;1.31;0.43;TRUE
71;0;0.234;0;0;0;TRUE
46;0;0.371;0;0;0;TRUE
87;0;0.559;0;0;0;TRUE
434;0.061;0.185;0;0;0;TRUE
102;0;0;0;0;0;TRUE
87;0;0.565;0;0;0;TRUE
1312;0.079;0.089;0.05;0;0.05;TRUE
1310;0.079;0.089;0.05;0;0.05;TRUE
55;0;0.457;0;0;0;TRUE
55;0;0.759;0;0;0;TRUE
1180;0.059;1.008;0;0;0.38;TRUE
1180;0.059;1.005;0;0;0.38;TRUE
1178;0.059;1.008;0;0;0.38;TRUE
339;0;0.034;0;0;0;TRUE
277;0;0.034;0;0;0;TRUE
71;0;0.522;0.65;0;0;TRUE
339;0;0.034;0;0;0;TRUE
277;0;0.034;0;0;0;TRUE
281;0;0.144;0.6;0;0;TRUE
139;0.166;0;0.32;0;0;TRUE
1402;0.118;0.435;0.08;0.85;0.08;TRUE
621;0;2.077;0;0;0;TRUE
139;0;0;0;0;0;TRUE
139;0;0;0;0;0;TRUE
139;0;0;0;0;0;TRUE
139;0;0.74;0;0;0;TRUE
57;0;0;0;0;0;TRUE
101;0.099;0.198;0.65;0;0;TRUE
885;0.043;0.175;0;0;0;TRUE
44;0.118;0.355;0;0.74;0.74;TRUE
53;0.208;0;1.29;0;0;TRUE
3271;0.018;0.112;0;0;0;TRUE
132;0.118;0.355;0;0;0;TRUE
132;0.118;0.356;0;0;0;TRUE
119;0;0;0;0;0;TRUE
273;0.047;0.142;0;0;0;TRUE
119;0;0;0;0;0;TRUE
446;0.289;0.52;1.23;0.76;1.23;TRUE
543;0.037;1.046;0;0;0;TRUE
242;0;0.238;0.71;0;0.95;TRUE
543;0.037;1.046;0;0;0;TRUE
622;0.191;1.147;0;0;0;TRUE
43;0.13;0.391;0;0.9;0.9;TRUE
43;0.118;0.355;0;0.74;0.74;TRUE
1038;0.107;0.134;0.81;0.16;0;TRUE
578;0.504;0.458;0.54;0.27;0.27;TRUE
869;0.271;0.465;0;1.28;0;TRUE
113;0.313;0.522;0;0.64;0.64;TRUE
70;0.171;0;0;0;0;TRUE
103;0.073;0.367;0;0;0;TRUE
237;0.112;0.31;0.18;0;0;TRUE
332;0.088;0.265;0;0;0;TRUE
53;0.213;0;1.31;0;0;TRUE
273;0;0.587;0;0;0;TRUE
137;0.2;1.706;0;1.36;1.36;TRUE
556;0;0.198;0;0;0;TRUE
276;0;0.13;0.54;0;0;TRUE
319;0.438;0.39;0;0.94;0;TRUE
96;0;0.371;0;0;0;TRUE
1351;0.158;0.491;0.1;0.6;0.1;TRUE
189;0;0.26;0;0;0;TRUE
271;0.201;1.105;0;0;1.24;TRUE
65;0.062;0.312;0;0;0;TRUE
445;0;0.199;0;0;0;TRUE
445;0;0.199;0;0;0;TRUE
445;0;0.199;0;0;0;TRUE
79;0;0.236;0;0;0;TRUE
767;0.162;1.626;0;0;0.45;TRUE
773;0.244;1.631;0;0;0.45;TRUE
773;0.245;1.633;0;0;0.45;TRUE
301;0.132;0.53;0.82;0;0.82;TRUE
757;1.313;5.848;0.09;0;0.09;TRUE
53;0.212;0;1.31;0;0;TRUE
53;0.212;0;1.31;0;0;TRUE
201;0.141;0.189;0.6;0;0;TRUE
219;0.221;1.254;0;1.41;0.47;TRUE
736;0.467;1.203;0;0;0;TRUE
107;0.254;1.272;4.41;0;1.47;TRUE
109;0.254;1.272;4.41;0;1.47;TRUE
94;0;0.18;0;0;0;TRUE
95;0;0.178;0;0;0;TRUE
736;0.471;1.211;0;0;0;TRUE
757;1.311;5.84;0.09;0;0.09;TRUE
736;0.467;1.203;0;0;0;TRUE
427;0.05;0.376;0.3;0.15;0;TRUE
208;0;0.087;0.3;0;0.15;TRUE
1030;0.041;0.133;0.19;0;0.12;TRUE
75;0;0.573;0;0;0;TRUE
1310;0.079;0.099;0.05;0;0.05;TRUE
95;0;0.204;0;0;0;TRUE
325;0.896;0.482;0.44;0.44;0;TRUE
109;0.403;0.672;0;0;0;TRUE
1622;0.342;0.045;0.28;0.84;0.28;TRUE
1351;0.158;0.49;0.1;0.6;0.1;TRUE
107;0;0.823;0;0;0;TRUE
36;0.266;0.8;0;0;1.63;TRUE
183;0;0.196;0;0;0.69;TRUE
272;0.269;0.539;0.52;1.57;0;TRUE
139;0.166;0;0.32;0;0;TRUE
139;0.166;0;0.32;0;0;TRUE
1414;0.118;0.486;0.08;0.85;0.08;TRUE
462;0.167;0.01;0.05;0.82;0.17;TRUE
374;0.051;0.874;0;0.27;0.27;TRUE
442;0.132;0.663;1.32;0;0;TRUE
110;0;1.939;0;0;0;TRUE
28;0.606;0.606;0;3.57;0;TRUE
82;0;0;0;0;0.54;TRUE
87;0;0.567;0;0;0;TRUE
95;0.063;0.381;0.35;0.35;1.06;TRUE
89;0;1.244;0.68;0;0.68;TRUE
1130;0;0.301;0;0;0;TRUE
432;0.047;0.559;0;0.09;0;TRUE
37;0;0.804;0;0;0;TRUE
77;0.167;0;0;0;0;TRUE
375;0;0.503;0;0;0;TRUE
1042;0.397;0.976;0.3;0;0.1;TRUE
124;0.36;1.562;0;0.8;0.8;TRUE
53;0.212;0;1.31;0;0;TRUE
170;0.169;0.508;0;0;0;TRUE
1313;0.079;0.099;0.05;0;0.05;TRUE
302;0.123;0;0;0;0;TRUE
162;0.271;0;0;0;0.29;TRUE
447;0.169;0.01;0.06;0.84;0.18;TRUE
2510;0.011;0.029;0;0.03;0.06;TRUE
114;0.549;0.481;0.41;0;1.24;TRUE
2923;0.082;0.55;0.24;0.16;0.08;TRUE
1045;0.397;0.977;0.3;0;0.1;TRUE
1324;0.15;0.037;0;0.9;0;TRUE
53;0.212;0;1.31;0;0;TRUE
261;0;0.198;0;0.4;0;TRUE
104;0;0.121;0.38;0;0;TRUE
16;0;0.544;0;0;0;TRUE
703;0.092;0.472;0;0.06;0;TRUE
160;0.17;0.17;0;0;0;TRUE
157;0.868;2.894;0;0;0;TRUE
65;0;0.258;0;0;1.63;TRUE
621;0.056;1.151;0.33;0;0.16;TRUE
740;0.979;5.213;0.19;0;0.09;TRUE
54;0;2.597;0;0;0;TRUE
454;0.162;0.01;0.05;0.75;0.17;TRUE
227;0.04;0.489;0.27;0;0;TRUE
64;0;0.511;0;0;1.61;TRUE
386;0;0.496;0;0;0;TRUE
387;0;0.496;0;0;0;TRUE
144;0.162;0;0.31;0;0;TRUE
96;0.063;0.379;0.34;0.34;1.04;TRUE
164;0.183;0;0;0;0;TRUE
379;0;0.488;0;0;0;TRUE
477;0;0.21;0;0;0.14;TRUE
629;0.196;0.13;0.22;0.22;0;TRUE
428;0.048;0.388;0.29;0.14;0;TRUE
795;0.167;0.167;0.07;0;0.07;TRUE
144;0.163;0;0.31;0;0;TRUE
144;0.163;0;0.31;0;0;TRUE
467;0.167;0.01;0.05;0.81;0.17;TRUE
186;0.232;1.085;0;1.45;0.48;TRUE
114;0.549;0.48;0.41;0;1.24;TRUE
535;0.294;0.261;0.34;0.34;0.34;TRUE
323;0;0.233;0;0;0;TRUE
12;0;0;0;0;0;TRUE
1140;0.014;0.092;0.08;0.34;0.17;TRUE
1140;0.014;0.092;0.08;0.34;0.17;TRUE
89;0.174;0.638;1.04;0;0;TRUE
274;0;0.14;0.58;0;0;TRUE
440;0;0.072;0;0;0;TRUE
192;0.066;0.133;0.4;0;0;TRUE
233;1.492;0.213;0;0;0;TRUE
1734;0.156;0.588;0.44;0.44;0.22;TRUE
75;0;0.292;0;0;0;TRUE
72;0.233;0.467;0;0;0.74;TRUE
826;0;0.13;0.42;0;0;TRUE
253;0.189;0.882;0;0.37;0;TRUE
62;0.514;1.799;0;0;0;TRUE
139;0.113;0.963;0;0;0;TRUE
181;0.261;1.218;0;1.62;0.54;TRUE
53;0.943;0.628;0;5.45;0;TRUE
328;0.957;0.515;0.48;0.48;0;TRUE
59;0;0.278;0;0;0;TRUE
11;0;0.833;0;0;0;TRUE
1261;0;0;0.18;0;0;TRUE
196;0.143;0.191;0.6;0;0;TRUE
44;0;1.326;0;0;0;TRUE
1955;0.136;0.379;0.71;0.27;0.37;TRUE
199;0.142;0.19;0.6;0;0;TRUE
207;0.239;0.239;1.16;0;0.58;TRUE
313;0;0.37;0;0;0;TRUE
185;0.211;0;0.3;0;0;TRUE
186;0.21;0;0.3;0;0;TRUE
161;0;0.103;0.59;0;1.19;TRUE
4128;0.523;0.325;0.46;0.94;0.5;TRUE
207;0.239;0.239;1.16;0;0.58;TRUE
184;0.211;0;0.3;0;0;TRUE
184;0.211;0;0.3;0;0;TRUE
392;0.402;0.402;0.23;0.71;0.47;TRUE
204;0;0;0;0.59;0;TRUE
9;0;4.347;0;0;0;TRUE
264;0.184;0.036;0.24;0.48;0;TRUE
264;0.184;0.036;0.24;0.48;0;TRUE
526;0.263;0.263;0.34;0.34;0.34;TRUE
179;0;0.802;0.43;0;0.43;TRUE
179;0;0.874;0.43;0;0.43;TRUE
274;0;0.14;0.58;0;0;TRUE
50;0;0.543;0;0;0;TRUE
75;0.118;0.653;0.36;0;0;TRUE
543;0.312;0.364;0;0.77;0;TRUE
574;0.014;0.099;0.08;0.34;0.17;TRUE
566;0;0.327;0.52;0;0.52;TRUE
3213;0.793;0.346;0.33;1.01;0.46;TRUE
447;0.305;0.249;0.18;0;0.18;TRUE
574;0.014;0.099;0.08;0.34;0.17;TRUE
67;0.475;1.9;0;0;0;TRUE
496;0.053;0.053;0;0;0;TRUE
998;0.197;1.248;0;0.37;0.37;TRUE
54;0;0.107;0;0;0;TRUE
56;0;0.411;0;0;0;TRUE
725;1.33;5.924;0.09;0;0.09;TRUE
99;0;0.123;0.38;0;0;TRUE
30;0.597;0.298;0;3.17;0;TRUE
330;0;0.424;0;0;0;TRUE
99;0;0.123;0.38;0;0;TRUE
766;0.073;0.25;0;0.19;0.06;TRUE
208;0.122;0.061;0.37;0;0.74;TRUE
118;0.211;0.705;0;0;0;TRUE
344;5.3;0.904;0.82;0.41;1.24;TRUE
1645;0.111;0.431;0.04;0.29;0;TRUE
344;5.3;0.904;0.82;0.41;1.24;TRUE
85;0;0;1.42;0;0;TRUE
314;0;0.555;0;0;0;TRUE
50;0.087;0.174;0;0.48;1.44;TRUE
3160;0.858;0.328;0.34;0.99;0.47;TRUE
170;0;1.562;0;0;0;TRUE
189;0.259;1.208;0;1.59;0.53;TRUE
114;0.549;0.48;0.41;0;1.24;TRUE
200;0.345;1.208;0;0;0;TRUE
200;0.345;1.207;0;0;0;TRUE
1000;0.196;1.246;0;0.37;0.37;TRUE
711;0.141;1.275;0.51;0.17;0.34;TRUE
477;0.061;0.371;0.12;0;0;TRUE
83;0;0.08;0;0;0;TRUE
3059;0.78;0.329;0.34;1.02;0.47;TRUE
122;0;0.138;0;0;0;TRUE
40;0;1.939;0;0;0;TRUE
40;0;1.947;0;0;0;TRUE
40;0;1.949;0;0;0;TRUE
477;0.189;0.586;0;0.39;0.19;TRUE
91;0.062;0.503;0.34;0.34;1.03;TRUE
435;0.182;0.136;0;0;0.27;TRUE
84;0.692;0;0;0;0;TRUE
475;0.061;0.371;0.12;0;0;TRUE
301;0;0.331;0;0;0;TRUE
485;0.155;1.634;0.74;0.24;0.49;TRUE
259;0.103;0.619;0.6;0;0;TRUE
224;0.217;0.795;0.46;0;0;TRUE
132;0;2.362;0;0;0.67;TRUE
288;0.147;0.294;0;0;0;TRUE
190;0.312;0.625;0.49;0;0;TRUE
81;0;0;0;0;0;TRUE
114;0;1.473;0;0;0;TRUE
194;0.349;1.135;0;0;0;TRUE
795;0.168;0.13;0.23;0;0.23;TRUE
70;0;0.441;0;0;0;TRUE
249;0.248;0.496;0;0.47;0;TRUE
70;0;0.441;0;0;0;TRUE
255;0.184;0.036;0.24;0.48;0;TRUE
234;0;0;0;0;0;TRUE
132;0;2.413;0;0;0.67;TRUE
359;0;0;0;0;0;TRUE
359;0;0;0;0;0;TRUE
3016;0.734;0.311;0.31;0.97;0.43;TRUE
40;0;0.909;0;0;0;TRUE
1351;0.158;0.49;0.1;0.6;0.1;TRUE
286;0.147;0.294;0;0;0;TRUE
194;0.347;1.217;0;0;0;TRUE
20;0;0;0;0;0;TRUE
73;0;0.434;0;0;0;TRUE
25;0;0.462;0;0;0;TRUE
3029;0.784;0.344;0.34;1.11;0.47;TRUE
143;0;0.706;0;0;0;TRUE
450;1.357;0.327;0.23;0;0;TRUE
441;0.349;0;0;1.28;0;TRUE
92;0;0.416;0;0;0;TRUE
361;0;1.434;0.29;0;0;TRUE
247;0.251;0.502;0;0.48;0;TRUE
238;0.252;0.421;0;0.48;0;TRUE
234;0.254;0.677;0;0.49;0;TRUE
78;0;0.105;0;0;0.72;TRUE
3033;0.754;0.318;0.31;1;0.45;TRUE
59;0;0.924;0;0;1.17;TRUE
135;0;0.093;0.64;0;0;TRUE
135;0;0.093;0.64;0;0;TRUE
135;0;0.093;0.64;0;0;TRUE
418;0.044;0;0;0;0;TRUE
426;0.345;0.345;0.2;0.62;0.41;TRUE
79;0;0;0;0;0;TRUE
3043;0.79;0.331;0.34;1.1;0.47;TRUE
78;0;0.464;0;0;0;TRUE
186;0.501;0.055;0.63;0.31;0;TRUE
195;0.347;1.13;0;0;0;TRUE
78;0;0.464;0;0;0;TRUE
107;0;0.443;0;0;0;TRUE
414;0;0;0;0;0.17;TRUE
222;0.336;0.112;0;0;0;TRUE
62;0;0;0;0;0;TRUE
195;0;0.693;0.12;0;0;TRUE
877;0.233;0.405;0.29;0.09;0.19;TRUE
161;0.188;0.754;0;0;0;TRUE
305;0.061;0.427;1.09;0.36;0.73;TRUE
425;0;0;0;0;0;TRUE
329;0.045;0.06;0.09;0;0;TRUE
197;0.3;0.6;0;0.84;0;TRUE
197;0.3;0.6;0;0.84;0;TRUE
207;0.116;0.116;0;0;0;TRUE
174;0.613;0;0;0;0;TRUE
171;0;0.298;0;0;0;TRUE
171;0;0.077;0;0;0;TRUE
142;0;0;0;0;0;TRUE
202;0.34;1.191;0;0;0;TRUE
249;0.121;0.729;0.72;0;0;TRUE
249;0.129;0.776;0.84;0;0;TRUE
249;0.121;0.729;0.72;0;0;TRUE
505;0.8;0.64;0;2.04;0;TRUE
1107;0.186;0.13;0.34;0.17;0.34;TRUE
103;0;1.417;0.71;0;0.71;TRUE
51;0.103;0.515;0;0;0.65;TRUE
84;0;0.23;0;0;0;TRUE
166;0;0.492;0;0;0;TRUE
25;0;0.233;0;0;0;TRUE
135;0.064;0.645;0;0;0;TRUE
140;0.37;0.444;0;2.2;0.44;TRUE
281;0.116;0.701;0.69;0;0;TRUE
