id;gender;education;age;agree;conscientious;extraversion;neuroticism;openness
521;female;coll;34;5,2;3,6;4,2;3,8;4,2
522;male;coll;23;4,8;4,4;4,0;1,8;5,0
523;female;coll;29;5,0;4,2;4,4;1,8;4,0
524;female;coll;35;5,6;5,4;5,6;4,4;3,4
525;female;coll;40;4,4;4,4;3,6;4,6;3,6
526;female;fin HS;27;5,0;5,8;6,0;5,0;5,0
527;male;coll grad;45;4,8;4,0;4,6;3,0;5,0
528;male;fin HS;60;5,6;5,2;5,8;1,2;6,0
529;female;coll;27;5,0;4,6;3,4;3,6;3,6
530;male;coll;20;4,2;2,0;4,2;2,6;5,0
531;female;coll;21;5,2;4,4;3,6;3,6;5,0
532;female;coll;25;4,4;3,8;5,0;4,8;4,0
533;female;fin HS;51;5,4;5,0;4,2;6,0;5,4
534;female;coll;27;5,2;3,8;4,2;2,6;3,6
535;male;coll;24;4,2;4,2;1,6;5,0;5,2
536;female;in HS;21;5,6;4,4;5,2;2,0;3,2
537;female;fin HS;55;4,2;4,2;2,4;3,0;5,2
538;male;fin HS;30;3,2;2,8;4,0;4,6;5,2
539;male;coll;31;3,2;3,4;3,6;4,0;3,4
540;female;fin HS;22;4,8;4,0;4,4;4,4;4,4
541;female;coll;28;4,6;5,0;3,6;2,4;4,0
542;female;coll;24;3,8;4,8;4,6;4,6;5,6
543;female;coll;31;5,8;3,4;3,8;4,6;3,4
544;female;coll;43;5,4;4,8;4,4;3,0;4,8
545;male;coll;60;4,8;4,6;4,4;2,4;4,0
546;male;coll;36;4,4;3,6;2,6;3,6;3,8
547;female;coll grad;40;4,0;5,0;4,2;3,4;4,0
548;male;coll;21;4,4;3,0;5,6;1,8;5,0
549;female;coll grad;21;5,2;5,6;5,4;1,8;5,4
550;female;in HS;19;4,4;5,0;4,4;4,8;4,6
551;female;coll;36;5,0;4,6;3,4;1,0;4,0
552;male;coll grad;42;3,2;3,4;2,8;5,2;4,2
553;male;fin HS;24;4,4;1,8;5,0;2,6;3,2
554;female;coll;44;6,0;5,6;5,6;1,8;4,0
555;female;coll;30;5,4;4,4;4,0;4,4;3,2
556;female;coll;23;5,4;3,8;5,4;3,0;4,4
557;female;fin HS;26;3,8;2,8;4,6;4,8;4,8
558;male;coll;32;5,8;5,4;5,6;2,2;4,6
559;male;coll;29;4,8;4,0;3,8;2,6;4,0
560;female;coll;47;5,8;5,8;5,0;2,6;5,6
561;male;coll;44;4,8;5,2;4,2;1,6;4,0
562;male;coll;25;4,4;3,8;3,8;5,0;3,8
563;female;coll;28;5,2;5,0;5,0;3,6;4,8
564;female;coll grad;32;5,8;5,2;5,2;3,4;5,6
565;female;coll;37;4,2;3,2;3,4;2,8;3,2
566;female;coll;39;6,0;5,2;5,4;4,2;4,8
567;male;fin HS;40;5,6;3,6;5,0;1,6;5,2
568;female;coll grad;26;5,6;5,8;5,4;3,2;4,2
569;male;coll;27;4,0;3,6;4,0;3,0;3,0
570;female;coll;41;4,2;2,8;3,8;3,8;2,2
571;female;coll;34;5,2;2,6;2,6;4,2;3,2
572;female;coll;23;6,0;3,4;6,0;1,2;3,4
573;male;coll;31;5,0;4,6;5,6;4,8;5,6
574;female;coll;38;5,0;5,6;3,0;2,8;4,0
575;female;coll;44;5,4;4,0;3,8;2,2;4,0
576;female;coll;31;4,4;4,0;5,8;3,0;5,6
577;male;grad deg;33;5,6;4,4;4,6;4,2;5,4
578;female;coll;28;3,0;3,8;2,4;4,6;2,0
579;male;coll;46;5,4;6,0;5,6;1,0;4,2
580;female;coll;36;5,0;4,8;4,4;6,0;4,4
581;female;coll;28;5,0;4,0;3,6;3,2;2,6
582;female;coll;28;5,6;3,2;3,8;2,0;4,0
583;female;coll;42;5,4;5,6;5,2;1,6;5,6
584;female;coll;32;5,2;4,2;4,8;2,4;4,2
585;female;coll;19;3,2;3,0;3,0;3,6;4,2
586;female;coll;25;5,0;4,0;4,8;4,0;3,6
587;female;grad deg;37;4,8;4,4;4,2;4,0;3,8
588;female;coll;29;5,6;5,0;5,4;3,2;4,6
589;female;coll;32;3,2;4,0;4,4;5,8;3,2
590;male;coll;27;5,4;4,6;5,6;2,0;3,8
591;female;coll;27;4,8;4,8;3,6;2,6;5,0
592;male;coll;39;5,0;3,8;4,4;5,0;4,0
594;female;coll;38;4,4;5,2;5,0;3,8;3,8
595;female;in HS;22;5,4;4,6;4,8;2,2;5,4
596;female;in HS;23;5,4;5,0;4,4;4,0;4,0
597;female;coll;25;4,2;4,2;3,8;2,0;4,0
598;female;coll;35;5,6;5,8;5,8;1,8;4,4
599;female;coll;33;5,4;5,2;4,4;2,2;4,4
600;female;fin HS;28;5,0;4,8;5,8;2,0;2,8
601;female;coll;43;6,0;5,0;3,8;2,0;5,4
602;male;in HS;30;5,4;5,0;5,2;1,2;3,6
603;female;coll;27;4,4;3,4;3,6;4,0;3,4
604;female;coll;19;5,2;5,0;5,6;2,2;4,0
605;female;fin HS;23;5,2;3,2;5,4;2,8;5,6
606;female;coll;31;5,8;3,8;5,6;2,8;5,2
607;female;in HS;22;3,6;4,2;3,8;4,2;3,2
608;male;coll;40;5,4;3,4;4,0;1,8;5,0
609;female;coll;40;5,6;3,8;2,6;4,0;3,6
610;female;coll;55;6,0;4,6;4,2;4,0;5,6
611;female;coll;55;6,0;4,6;4,2;4,0;5,6
612;female;coll;54;6,0;5,8;6,0;1,2;4,6
613;female;in HS;53;4,8;3,6;3,0;3,8;4,6
614;male;coll;20;5,8;4,6;3,8;3,2;5,6
615;male;coll;52;5,4;4,4;4,0;1,8;4,6
616;female;coll;25;6,0;5,6;4,0;1,4;6,0
617;male;coll;46;5,6;5,8;4,0;4,0;5,4
618;male;coll;19;4,0;4,0;3,6;2,8;4,2
619;male;coll;38;4,0;5,8;5,2;3,4;3,6
620;female;coll;27;4,4;3,6;4,2;4,2;4,8
621;female;coll;27;5,2;3,8;4,2;4,0;5,4
622;male;coll;34;5,2;5,8;4,4;2,4;6,0
623;female;coll;21;5,0;5,2;3,6;3,8;5,0
624;female;fin HS;29;5,2;6,0;6,0;2,0;5,2
625;female;coll;27;4,8;5,6;4,0;3,8;3,6
626;female;fin HS;41;4,0;3,8;3,0;5,4;3,8
627;female;coll;52;4,2;4,0;4,8;1,0;4,8
628;female;coll;30;3,8;2,8;2,0;5,8;2,8
629;female;fin HS;50;5,0;5,0;4,6;2,4;4,6
630;female;coll;43;3,8;4,8;3,8;3,8;3,2
631;female;grad deg;32;5,6;3,2;5,0;2,4;5,6
632;male;coll;19;2,6;4,8;3,8;5,6;4,2
633;female;coll grad;22;5,8;4,8;3,6;4,4;5,6
634;female;coll;21;5,0;4,6;4,2;2,2;3,8
635;male;grad deg;50;3,2;3,4;2,4;4,2;5,4
636;female;coll grad;27;5,6;5,4;3,8;4,4;4,0
637;female;coll;48;5,0;4,6;3,4;2,2;3,2
639;female;coll;43;4,8;3,2;3,0;2,4;3,8
640;male;coll;37;5,2;5,0;6,0;1,8;5,2
641;female;coll;18;4,6;4,0;4,2;2,6;5,2
642;female;coll;18;4,8;4,0;3,8;3,0;5,0
643;female;coll;24;5,6;5,0;4,0;3,8;4,4
644;female;coll;23;5,4;3,4;4,8;3,6;4,4
645;female;coll;20;4,0;4,6;5,8;3,6;5,0
646;female;fin HS;32;6,0;5,4;4,2;2,8;3,8
647;male;coll grad;37;5,0;3,6;3,6;1,8;5,4
648;male;coll;19;5,8;5,4;3,0;2,8;5,0
649;female;coll;29;4,0;3,6;2,6;3,6;4,8
650;female;coll;20;4,4;5,2;5,0;1,0;4,8
651;female;coll grad;26;5,6;4,4;5,2;1,4;4,6
652;female;coll grad;33;4,0;3,6;2,4;4,8;6,0
653;female;grad deg;38;3,8;3,4;3,0;3,4;4,4
654;male;fin HS;26;5,8;4,8;4,8;3,2;4,6
655;female;coll;30;5,2;5,0;5,6;5,4;4,0
656;male;coll;36;5,2;5,2;4,4;1,4;4,8
657;female;coll;41;6,0;5,2;3,6;2,0;5,4
658;female;grad deg;34;5,6;4,2;3,8;3,8;5,0
659;female;coll;35;5,4;3,2;3,2;3,6;4,0
660;female;coll;40;5,2;5,0;4,2;3,0;4,0
661;female;coll;33;1,0;6,0;2,0;5,0;6,0
662;female;coll;28;4,2;5,0;3,6;4,0;3,4
663;female;coll;29;4,8;3,8;5,2;5,2;4,2
665;female;coll;50;4,8;5,0;4,8;2,0;4,4
666;male;coll;20;4,8;2,8;5,8;5,0;3,0
667;female;coll;19;4,2;4,8;3,4;4,6;2,6
668;female;fin HS;25;5,0;4,4;5,2;5,0;4,2
669;female;coll;31;4,4;3,0;4,0;4,4;3,4
670;female;coll grad;32;4,8;4,4;5,0;3,6;4,0
671;female;coll;32;5,8;4,6;4,8;2,8;5,4
672;female;coll;19;2,8;4,2;3,8;3,6;5,6
673;female;coll;22;5,4;5,4;4,0;3,2;5,2
674;female;coll;23;5,0;6,0;2,6;4,4;4,4
675;female;in HS;18;4,8;3,2;4,0;1,0;4,2
676;female;coll;19;5,2;5,2;4,8;3,2;4,8
677;female;coll;24;5,4;4,6;4,2;3,6;4,8
678;female;coll;30;4,6;5,2;4,0;4,8;4,8
679;female;coll;33;5,6;4,6;4,8;1,4;5,2
680;male;fin HS;51;4,6;4,4;2,2;3,2;4,6
681;female;coll grad;44;4,4;4,4;4,4;2,8;5,8
682;female;coll;23;4,0;4,4;4,6;4,6;4,4
683;male;coll;22;4,0;3,8;3,0;4,0;3,8
684;female;coll;26;5,4;3,6;6,0;3,2;5,6
685;female;coll;24;5,0;3,2;3,8;4,2;4,4
686;female;coll;52;6,0;3,4;5,0;5,6;4,6
687;female;coll;43;5,8;6,0;5,8;1,0;5,6
688;male;coll;25;4,6;4,0;4,0;2,6;4,0
689;female;coll;26;5,8;4,6;5,6;2,2;5,2
690;female;fin HS;26;5,2;4,2;5,0;2,4;4,6
691;female;coll grad;25;5,4;5,6;4,2;4,8;5,2
692;female;fin HS;26;6,0;6,0;6,0;1,0;5,6
693;female;fin HS;41;4,0;3,6;3,0;5,2;4,0
694;female;in HS;21;4,2;3,2;3,6;5,2;5,4
695;female;coll;23;5,6;5,0;3,4;3,4;4,6
696;male;coll grad;34;3,2;4,6;1,8;2,4;4,8
697;female;coll;41;6,0;5,8;4,6;1,6;5,4
698;female;coll;23;4,4;4,2;4,4;3,0;5,8
699;male;fin HS;24;5,6;4,8;3,8;4,2;4,0
700;female;coll grad;45;5,4;5,2;2,6;5,2;4,2
701;female;coll;43;4,8;5,2;5,2;2,4;4,2
708;female;coll grad;27;5,6;5,0;4,8;1,6;5,0
709;female;grad deg;37;6,0;5,6;4,8;5,2;4,0
710;female;fin HS;25;4,8;4,6;5,0;2,0;3,4
712;female;coll;21;5,0;4,8;4,6;2,6;3,4
715;male;coll;27;4,2;2,8;4,0;2,0;3,6
716;female;coll;27;4,4;5,4;4,6;2,2;5,0
717;male;coll;30;4,2;2,8;4,6;1,4;4,8
718;male;coll;23;5,2;4,0;2,8;2,4;4,6
719;male;coll;41;5,2;5,0;5,6;2,0;4,2
720;female;coll;26;4,0;4,8;2,6;4,6;4,6
721;female;coll;17;5,4;5,2;4,6;2,4;3,4
722;female;coll;35;4,4;3,4;3,4;3,0;4,8
723;male;coll;18;4,0;4,6;4,4;1,0;5,4
724;male;coll;19;3,2;5,0;2,4;4,0;3,8
725;male;fin HS;42;4,8;5,2;3,2;4,2;4,0
726;female;coll;19;5,6;5,2;5,2;3,2;4,8
727;female;coll;35;5,6;4,0;5,8;5,2;4,4
728;female;coll;52;5,8;5,4;5,2;1,8;5,0
729;male;coll;19;4,8;4,0;4,6;2,6;3,8
730;female;coll;41;4,6;4,6;3,6;3,4;4,6
731;female;coll grad;23;5,8;5,2;5,2;2,6;4,6
732;female;coll;42;5,6;5,0;4,2;4,6;4,8
733;male;in HS;19;5,0;4,0;5,6;2,4;4,8
734;female;coll;45;5,0;3,2;5,8;2,2;5,8
735;female;coll;44;5,0;5,8;5,4;3,0;5,2
736;male;coll;21;4,2;4,2;2,2;1,8;5,2
737;female;in HS;19;5,2;5,0;5,4;2,8;4,0
738;male;coll;18;4,6;4,8;3,6;4,4;5,2
739;male;grad deg;34;4,8;4,2;3,0;3,2;6,0
740;male;grad deg;25;4,4;4,6;3,8;1,6;5,4
741;female;grad deg;53;5,6;5,8;5,4;2,0;5,8
742;female;coll;36;5,4;4,0;4,0;2,8;4,2
743;male;in HS;19;3,6;3,6;3,2;5,0;4,6
744;female;coll grad;31;5,2;5,6;5,2;3,6;4,4
745;male;grad deg;23;4,2;4,4;5,2;4,0;5,2
746;female;coll;19;5,8;4,8;4,8;1,4;4,2
747;female;coll;26;4,2;4,2;4,2;2,8;3,4
748;female;fin HS;23;4,6;4,6;4,8;4,0;4,0
749;male;coll;25;4,6;3,0;5,0;1,4;4,0
751;female;in HS;17;4,2;3,6;3,2;3,6;3,8
752;female;in HS;17;2,8;3,2;5,4;3,6;4,6
754;female;coll;16;4,2;4,2;4,8;5,2;4,2
758;female;coll;20;5,0;5,2;3,4;5,0;4,2
765;female;coll;24;5,2;4,4;2,8;3,4;5,2
766;male;coll;18;5,8;4,4;5,6;2,6;5,0
767;male;coll;22;4,4;3,6;4,0;3,4;5,2
768;female;coll;27;5,6;5,6;5,8;2,2;5,8
769;female;coll;32;5,0;4,6;3,6;1,4;3,0
770;male;in HS;34;5,8;4,8;4,2;3,0;5,4
771;female;coll grad;22;4,6;5,0;5,2;3,0;6,0
772;male;grad deg;21;4,8;4,0;4,2;2,8;4,2
773;female;coll;24;5,2;5,0;4,0;4,2;5,4
774;female;coll;19;4,0;3,0;2,4;4,8;4,4
775;female;coll;30;5,6;4,6;5,0;2,0;5,0
776;female;coll;20;4,8;5,0;4,2;3,0;5,4
777;female;fin HS;19;3,6;2,2;4,8;5,2;4,0
778;female;coll grad;23;5,4;4,8;2,4;3,8;4,4
779;male;in HS;19;3,2;3,2;3,4;2,8;3,2
780;female;coll;21;5,4;3,4;5,0;2,2;5,2
782;male;coll;21;4,8;4,0;5,4;3,2;6,0
783;male;coll;25;5,0;4,6;4,0;3,8;5,0
784;female;coll;22;4,4;3,4;4,6;2,4;4,2
785;male;coll;21;4,8;5,6;4,6;1,0;5,8
787;male;coll;21;3,4;4,4;4,8;3,4;4,2
788;female;fin HS;19;4,0;4,4;4,4;2,4;4,8
790;female;fin HS;31;4,6;4,6;5,4;2,6;3,8
791;female;coll grad;34;4,6;4,2;3,6;2,4;4,4
793;female;in HS;37;4,6;4,4;4,6;2,0;5,2
794;female;grad deg;39;4,8;3,6;5,4;2,4;4,2
796;male;in HS;16;4,2;5,6;4,4;3,0;5,6
797;male;in HS;16;5,2;3,8;4,8;2,4;4,0
801;female;in HS;17;4,4;5,8;4,8;4,6;5,2
804;male;grad deg;74;2,6;5,6;3,6;2,0;6,0
805;female;in HS;17;5,8;3,6;5,8;3,6;5,2
806;female;coll;30;5,2;4,2;5,0;3,8;5,2
807;male;coll grad;48;2,4;6,0;5,8;2,0;5,0
808;female;coll;32;4,4;3,8;4,8;3,4;4,8
809;female;coll grad;44;4,4;5,4;5,0;2,2;5,8
810;female;coll;40;5,8;5,4;5,6;3,2;3,8
811;female;coll grad;23;5,0;4,6;5,4;2,6;4,6
812;female;coll;40;5,2;5,0;5,4;3,2;4,6
813;female;coll;39;6,0;4,8;4,8;1,8;4,8
815;female;coll;25;3,8;3,2;3,0;5,2;2,8
816;female;in HS;24;5,0;4,4;3,6;1,2;4,6
818;female;coll;26;5,0;3,4;4,8;5,0;4,0
819;male;coll grad;34;4,6;4,8;4,8;2,0;4,8
820;female;coll;20;3,8;3,4;4,2;3,8;4,8
821;female;coll;63;4,4;2,2;3,8;4,2;5,6
822;female;in HS;18;4,6;3,2;5,2;2,6;4,8
823;female;grad deg;28;6,0;5,0;6,0;3,4;6,0
824;female;fin HS;48;5,4;4,8;5,4;2,0;4,6
825;female;coll;39;4,2;4,8;4,0;3,8;3,6
826;male;coll grad;35;4,8;5,0;5,6;1,2;5,0
827;female;fin HS;46;4,2;4,4;4,2;2,2;3,8
828;male;coll;20;4,2;4,4;3,8;2,0;5,4
829;female;coll;23;5,4;5,6;3,8;1,6;2,6
830;female;coll;39;4,2;5,4;4,8;2,8;5,2
831;female;fin HS;42;5,0;4,0;4,4;1,2;3,2
832;male;coll;26;5,2;5,2;4,8;3,4;3,2
833;female;coll;19;5,2;3,0;3,8;5,0;4,6
834;male;in HS;38;3,4;4,8;4,0;4,4;4,2
835;female;coll;22;4,0;3,8;4,4;4,2;4,8
836;female;coll;23;5,0;4,4;5,4;2,6;4,6
837;female;coll;24;5,8;5,4;5,6;2,6;4,8
838;female;coll grad;25;5,8;5,8;4,8;4,2;5,2
839;female;coll;21;4,6;3,4;4,6;5,8;2,0
840;female;coll grad;39;4,2;4,0;3,6;4,0;4,0
841;male;grad deg;31;4,8;4,4;5,0;1,8;4,0
842;male;in HS;18;3,6;4,8;4,8;3,6;4,0
843;male;coll;20;2,8;5,8;4,4;1,6;5,8
844;male;coll;20;2,4;6,0;4,2;1,4;5,4
845;male;fin HS;23;4,6;3,4;4,2;2,8;4,6
846;male;coll grad;24;4,8;4,6;3,0;1,2;4,6
848;male;coll;20;3,2;1,6;4,6;2,6;5,2
849;male;coll;22;5,8;4,2;4,8;3,4;5,0
850;female;coll;21;5,0;3,6;4,2;4,0;5,0
851;female;coll grad;23;4,6;3,0;3,2;3,6;3,2
852;female;coll;22;4,8;4,2;4,6;2,0;4,0
853;female;coll;20;5,2;3,8;4,0;5,4;4,4
854;female;coll;31;4,8;3,8;5,0;4,8;5,4
855;male;fin HS;48;4,2;2,4;3,0;5,2;4,6
856;female;grad deg;29;5,4;5,4;4,6;2,4;4,0
857;female;coll;23;4,6;4,2;2,6;3,6;4,4
858;female;in HS;34;5,6;5,2;5,0;3,2;5,2
859;male;coll;21;4,2;4,0;5,2;1,8;4,6
860;female;coll;27;5,0;5,0;4,0;4,8;4,0
861;female;coll grad;28;3,8;2,8;2,8;1,0;2,4
862;male;coll;19;4,8;4,4;5,0;2,6;5,6
863;female;in HS;16;4,4;2,0;4,8;5,0;3,0
864;male;coll grad;41;5,4;5,4;4,4;2,8;4,0
865;female;fin HS;34;5,2;2,8;4,4;5,2;5,8
866;male;coll grad;32;6,0;5,6;5,6;1,0;4,8
867;male;in HS;31;5,0;4,8;3,0;3,0;4,0
868;female;coll;22;3,6;4,2;3,8;3,2;6,0
869;female;coll;31;5,4;5,4;5,2;4,2;4,0
871;male;fin HS;35;4,6;3,0;1,8;2,6;4,6
872;female;fin HS;48;5,0;5,0;4,2;2,2;4,2
873;male;grad deg;34;4,8;4,8;5,0;2,0;5,2
874;female;grad deg;31;5,4;4,8;4,8;2,8;5,8
875;male;coll grad;32;4,4;3,6;3,2;1,8;5,0
876;female;coll;20;3,8;3,0;2,4;5,2;4,4
877;female;coll;19;3,8;4,6;5,2;1,6;5,4
878;female;grad deg;50;5,4;4,4;4,4;2,2;3,6
879;female;coll;35;5,0;6,0;5,0;4,2;3,8
880;female;fin HS;23;5,0;2,6;2,4;2,6;3,4
881;male;in HS;18;3,2;4,0;2,6;2,8;5,4
882;female;in HS;21;5,2;4,8;5,2;1,8;3,8
883;female;coll;20;5,2;3,8;3,2;3,6;5,2
884;male;grad deg;54;5,4;3,0;4,8;4,0;4,4
885;female;coll;51;4,4;5,0;3,2;2,8;3,8
886;female;fin HS;20;4,4;4,0;4,4;2,4;4,0
887;female;in HS;38;4,8;4,8;1,8;4,4;3,2
888;female;coll grad;53;4,6;4,6;5,4;3,6;3,8
890;female;in HS;33;3,2;6,0;4,0;1,8;4,2
891;female;coll;17;2,2;3,6;2,2;4,2;4,4
893;female;fin HS;38;5,8;5,0;4,6;3,0;5,6
895;female;grad deg;34;5,0;4,4;5,0;2,4;5,0
897;female;in HS;20;3,8;2,4;1,2;3,8;3,6
898;female;coll grad;27;4,6;5,4;5,0;4,0;5,6
899;female;fin HS;42;4,6;4,2;5,6;1,8;4,0
900;female;in HS;18;3,8;4,6;3,2;1,8;5,6
901;female;coll;20;4,2;3,6;3,8;4,0;4,0
902;female;grad deg;56;5,2;5,2;4,8;2,6;5,8
903;male;coll;20;4,8;4,8;4,6;2,6;3,6
906;female;in HS;20;5,2;3,0;3,6;5,2;4,8
907;female;coll;19;4,4;3,8;5,2;3,0;3,4
908;male;coll;20;5,2;4,0;4,0;3,0;4,6
909;female;coll;19;5,2;3,8;4,6;2,6;4,2
910;male;coll;20;5,2;4,6;5,6;1,4;5,8
911;female;in HS;43;4,6;4,0;5,4;2,8;3,6
912;female;grad deg;43;5,8;5,6;4,6;1,4;5,8
913;female;coll grad;26;4,2;5,4;1,6;3,8;5,6
915;male;coll grad;24;3,8;2,8;3,6;4,8;5,4
916;female;coll;20;4,4;3,2;3,6;2,6;5,2
917;female;fin HS;23;5,8;4,4;5,2;2,8;6,0
918;female;coll;25;4,6;5,4;4,8;2,6;4,8
919;female;coll grad;25;4,6;3,0;5,0;4,0;3,8
920;male;grad deg;37;4,6;5,0;5,4;2,4;6,0
921;male;grad deg;51;4,4;3,6;3,6;4,2;4,4
922;female;coll;36;5,4;5,4;3,4;3,0;5,6
923;male;coll;21;4,2;3,8;4,2;2,8;3,2
924;male;grad deg;56;4,8;4,6;4,2;2,0;5,8
925;male;coll;19;5,6;4,4;5,2;4,8;4,8
926;female;grad deg;41;5,8;4,8;4,6;4,0;4,8
927;male;coll;20;4,0;2,8;5,0;2,8;4,2
928;male;coll;22;3,8;5,0;5,8;2,0;4,8
929;female;coll;38;5,0;2,4;3,0;4,8;2,6
930;male;grad deg;52;2,0;5,2;2,6;2,6;5,8
931;female;coll;37;4,2;5,2;2,8;5,8;3,4
932;female;fin HS;27;4,4;3,6;3,4;4,0;4,0
933;female;coll;19;5,2;6,0;5,2;3,0;4,2
934;female;fin HS;45;6,0;4,4;4,4;4,6;2,2
935;female;in HS;28;3,2;1,8;3,4;3,6;4,0
936;female;coll;31;5,6;5,6;5,8;1,0;5,2
937;female;in HS;19;4,8;3,8;3,8;1,6;4,8
938;female;grad deg;31;5,6;4,6;5,0;3,8;2,8
939;female;in HS;28;5,4;5,4;5,2;4,2;5,0
940;male;coll;21;4,0;2,4;1,2;3,8;3,0
941;female;fin HS;19;3,8;3,8;2,0;3,6;3,8
942;female;coll;27;5,4;5,4;3,6;2,0;4,6
943;male;coll;21;4,0;5,4;4,4;3,2;5,0
944;male;coll;23;3,8;4,2;4,8;2,4;5,8
945;female;coll grad;29;5,6;4,4;5,2;3,4;3,8
946;male;coll;24;4,4;4,4;3,6;2,8;3,8
948;male;coll;22;3,8;4,0;5,6;3,4;4,6
949;female;coll grad;41;5,4;3,4;4,0;5,8;4,0
950;male;coll;26;5,4;4,6;3,0;1,4;5,4
951;male;grad deg;47;4,8;4,0;4,6;3,0;4,0
952;female;coll;50;4,8;5,2;4,4;4,0;2,8
953;female;grad deg;29;4,6;3,8;4,2;2,6;4,6
954;male;coll;20;4,6;3,8;3,2;2,4;4,4
955;female;grad deg;55;3,6;3,6;5,0;3,4;4,8
956;female;coll;22;4,8;3,6;4,0;4,4;3,8
957;female;coll;35;4,2;5,8;3,4;4,0;5,2
958;female;coll;20;5,2;3,4;3,2;2,4;3,2
959;male;fin HS;49;4,0;4,0;2,8;3,6;4,8
960;female;grad deg;39;5,0;4,6;4,6;2,0;4,4
961;female;coll;23;5,0;4,4;4,4;1,6;5,6
962;female;coll;25;5,2;3,6;4,2;3,8;4,6
963;male;grad deg;25;5,8;3,8;2,6;3,0;6,0
965;male;coll grad;38;4,6;3,2;4,6;2,0;5,4
966;male;in HS;17;5,2;3,8;4,2;3,4;5,0
968;female;coll;19;3,0;3,4;4,6;5,0;4,6
969;female;coll grad;56;6,0;4,0;5,0;1,8;4,8
970;female;coll grad;28;5,4;3,2;4,0;4,2;4,6
971;female;coll;17;4,6;2,6;4,4;2,6;4,6
972;female;coll;26;5,6;5,6;4,8;4,0;3,8
973;female;coll;46;4,0;4,4;5,0;4,0;4,8
974;female;coll;21;4,8;4,6;3,4;1,8;3,2
975;female;coll;46;5,0;5,6;4,6;4,4;4,2
976;female;fin HS;39;5,8;5,2;5,0;1,8;4,8
977;female;coll;19;3,2;5,4;1,6;6,0;2,8
978;female;coll;25;5,6;4,8;3,6;3,0;5,6
979;male;grad deg;22;5,2;3,2;2,6;2,6;4,8
981;female;coll;27;5,4;3,2;4,4;3,6;4,6
982;female;coll grad;20;5,8;5,0;5,4;4,2;6,0
983;male;grad deg;21;4,8;5,8;4,2;3,6;5,2
984;female;coll;21;5,4;5,4;3,8;3,6;4,2
985;female;coll grad;55;6,0;4,6;5,6;1,8;4,8
986;female;coll;24;5,4;2,8;3,4;3,2;3,8
987;male;coll grad;25;4,8;4,4;3,2;1,8;4,6
988;male;grad deg;39;4,0;5,6;4,2;2,8;4,0
989;female;coll;39;5,4;3,2;5,2;4,4;5,2
990;female;coll;21;4,8;3,8;5,0;3,6;5,0
991;female;grad deg;37;4,4;3,8;3,2;2,8;4,4
992;male;fin HS;22;2,6;3,0;2,6;1,8;5,2
993;female;coll grad;24;5,4;4,0;4,8;1,0;5,4
994;female;coll;21;4,8;4,2;5,0;4,4;4,4
995;male;coll;20;4,6;5,6;5,0;2,2;4,8
996;male;coll;19;5,0;4,0;4,8;5,2;5,6
997;male;coll;21;4,8;4,0;4,2;1,6;4,4
998;male;grad deg;30;4,8;3,8;4,6;2,8;5,2
999;female;in HS;18;5,2;3,8;4,0;4,0;4,8
1000;female;coll grad;53;4,0;3,6;3,2;5,2;5,0
1001;male;coll;27;3,8;3,6;2,8;5,0;3,0
1002;female;coll grad;48;3,4;4,4;3,0;4,2;4,4
1003;female;coll grad;30;5,4;4,8;4,0;3,0;3,8
1004;female;coll;25;5,2;3,8;3,4;3,4;3,0
1005;female;coll grad;35;4,6;2,2;4,0;2,8;5,0
1007;female;coll;41;4,6;4,0;3,2;5,0;5,0
1008;female;coll;41;5,2;5,2;5,0;1,2;4,8
1009;female;coll;37;6,0;6,0;5,4;1,0;5,0
1010;female;coll;60;4,8;4,6;4,4;3,0;4,0
1011;female;coll;23;5,4;4,2;5,2;3,4;5,2
1012;male;coll;53;5,6;5,2;4,8;2,6;5,0
1013;female;fin HS;19;4,6;4,8;2,8;1,6;5,6
1014;female;coll;35;5,6;4,4;5,2;3,0;3,8
1015;male;fin HS;19;3,4;4,4;2,6;4,4;4,8
1016;male;in HS;24;5,4;2,8;5,4;2,2;5,6
1017;female;coll;21;4,4;5,0;3,0;3,6;3,8
1018;female;coll;29;4,8;5,4;4,6;1,4;5,0
1019;female;coll grad;25;5,2;3,6;4,8;3,6;3,4
1020;female;coll grad;25;5,2;3,8;4,8;2,0;3,6
1021;female;coll;18;4,4;5,6;4,8;2,4;4,0
1022;female;grad deg;37;5,2;3,2;4,4;5,8;4,0
1023;female;coll;20;5,0;5,2;5,0;4,6;5,4
1024;female;coll;21;5,4;5,2;3,4;2,8;3,6
1025;female;in HS;34;5,4;4,6;4,8;3,4;4,6
1026;female;fin HS;38;5,8;4,6;5,4;1,8;4,0
1027;male;coll grad;30;4,0;3,0;4,0;4,4;4,2
1028;male;in HS;16;4,4;3,4;3,8;4,2;5,4
1029;female;coll;23;4,6;5,6;4,0;4,4;4,4
1030;female;coll;22;5,8;4,8;5,4;1,6;5,8
1031;male;coll;37;4,6;5,2;5,2;1,4;6,0
1032;male;coll grad;30;4,8;5,2;3,0;2,2;3,2
1033;female;coll;21;4,4;6,0;5,6;3,4;4,8
1034;female;coll;32;4,6;3,6;1,8;4,8;4,2
1036;female;coll grad;55;4,6;3,4;3,2;2,8;5,0
1037;male;coll grad;26;4,4;3,4;4,8;2,8;3,2
1038;female;grad deg;22;6,0;3,8;5,2;2,4;5,2
